-1.887395555057455931e+00,3.996742090606347220e-01
1.000000000000000000e+00,2.360511554112071086e-01
6.537672775363356781e-02,4.716434672821486207e-01
-1.806863136021517713e+00,-7.259471721303590863e-01
1.297273275247523734e-02,4.635988592264468910e-01
-5.843115086723030815e-01,-3.527507149859022695e-01
-1.028199929795439588e-01,-1.000000000000000000e+00
-1.418710826297389982e+00,5.300974272478298222e-01
-1.032835416320950328e+00,1.061030586333909231e-01
2.005473995308768298e-01,2.934673035674449926e-01
5.280639451890329905e-01,1.000000000000000000e+00
-1.125211474858500926e+00,-8.480994132285668563e-01
-1.935959277496004383e+00,1.483857923889308206e-01
-2.055940175410001791e-01,-2.198581985885021406e-01
-1.468073821756055386e+00,-6.990798269908348184e-01
3.399085443535999618e-01,7.725015888437337663e-01
-2.360034062563433899e-01,-1.000000000000000000e+00
-2.136852631666381619e-01,-2.267452508793895982e-01
7.010400784430219634e-01,9.035978290007995462e-01
-1.967676652611775490e+00,9.467675634314792754e-02
-1.974517109521199520e+00,-4.155878338458426913e-01
-1.950703965317134969e+00,-4.281578223213090006e-01
-1.041912947820892832e+00,-8.040690850578376958e-01
-8.774430354367495077e-01,-6.530039523245860511e-02
-4.371351782187394841e-01,1.000000000000000000e+00
-1.944104317774484558e+00,3.174890308785300319e-01
-1.787794277557210876e+00,-4.716674031293405789e-01
-4.486360593675516317e-01,7.670830884721364651e-01
-1.734414113056913731e+00,1.649335431417123521e-01
-6.973677952524561796e-01,-8.200803794254583057e-01
1.000000000000000000e+00,-7.633236170021433231e-02
1.000000000000000000e+00,3.829871740889672499e-02
-5.128606824305519396e-01,5.088402018345572486e-01
6.567735132507708240e-01,-2.701715852538173479e-01
-7.993760532327335300e-01,1.000000000000000000e+00
-1.277562501076791257e+00,-4.367770837959226160e-01
-2.026536632431395202e-01,-7.935295464961548140e-01
4.901888526479324382e-01,-4.596882929330269318e-01
-4.995115381160658563e-02,-3.950494087524419329e-01
-1.771535590585812781e+00,-2.669741485631179079e-01
3.379428354218937947e-01,-3.866936204703474433e-01
1.000000000000000000e+00,-3.420974438955920460e-02
6.383851593810530023e-02,-1.483775133775592781e-01
-1.854294255926365542e+00,1.644239561879888012e-01
8.954232594243359544e-02,6.393807804129889028e-02
2.720150965658036379e-01,2.110192322790312436e-01
-1.989366254734871386e+00,-7.108158408222287061e-02
4.192655883471039790e-01,-2.072353487463505714e-02
1.528146423040554480e-01,-2.909834105651258329e-01
-1.353733801590057739e+00,5.040502844336783861e-01
3.183319885824112960e-01,-2.985890133780115252e-01
-5.442079650745119679e-01,4.316364096286525592e-02
-1.116248678485342705e+00,-8.678716285935625940e-01
-4.942804788480052447e-01,1.000000000000000000e+00
-3.186552862982427459e-01,-1.000000000000000000e+00
-1.022000246955125702e+00,-4.081756773917216141e-01
-8.349687599894225487e-01,-3.161659936371786217e-01
3.221004363613161892e-01,-6.875588413505371310e-01
